Column1,Sentiment,RealSentiment,TweetID,Date,Query,User,Tweet,VADER_Score,VADER_Compound,VADER_Sentiment,SentiStrengthSentiment,SentiStrengthScore,BERTSentiment,BERTDetails,BERTSentiment1,BERTDetails1,BERTSentiment2,BERTDetails2
438,2,Neutral,2507,Thu Jun 04 16:54:32 UTC 2009,nike,MiniGreek,@erickoston That looks an awful lot like one of Nike's private jets....I'm just sayin....,"{'neg': 0.171, 'neu': 0.686, 'pos': 0.143, 'compound': -0.128}",-0.128,Negative,Negative,-2,Positive,"tensor([[-0.4660, -1.4820,  0.2425]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.1431, -0.1622,  0.5586]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1421, -0.0776,  0.2421]], grad_fn=<AddmmBackward>)"
439,4,Positive,2508,Thu Jun 04 16:54:36 UTC 2009,nike,TracySuter,The Nike Training Club (beta) iPhone app looks very interesting.,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.4576}",0.4576,Positive,Positive,1,Positive,"tensor([[-0.5645, -0.4920, -0.2737]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.2102, -0.2688, -0.2697]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1878, -0.3122,  0.1436]], grad_fn=<AddmmBackward>)"
440,0,Negative,2529,Sun Jun 07 01:12:38 UTC 2009,jquery,TobyJuanKenobi,argghhhh why won't  my jquery appear in safari bad safari !!!,"{'neg': 0.304, 'neu': 0.696, 'pos': 0.0, 'compound': -0.6571}",-0.6571,Negative,Positive,1,Negative,"tensor([[-0.6957, -0.5540,  0.4067]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.2201,  0.0905,  0.0888]], grad_fn=<AddmmBackward>)",Positive,"tensor([[0.3031, 0.1180, 0.4402]], grad_fn=<AddmmBackward>)"
441,2,Neutral,2530,Sun Jun 07 01:12:44 UTC 2009,jquery,inBlogs,DevSnippets : jQuery Tools - Javascript UI Components for the Web... http://inblogs.org/go/hfuqt,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Negative,"tensor([[-0.2855, -0.7719, -0.4113]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.4910, -0.4336,  0.6558]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2297,  0.0516,  0.5547]], grad_fn=<AddmmBackward>)"
442,2,Neutral,2531,Sun Jun 07 01:12:46 UTC 2009,jquery,vmkobs,"all about Ajax,jquery ,css ,JavaScript and more... (many examples) http://ajaxian.com/","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Positive,"tensor([[-0.5159, -0.2395, -0.3164]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.6513, -0.9305,  0.5271]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.2202,  0.2168,  0.2340]], grad_fn=<AddmmBackward>)"
443,4,Positive,2532,Sun Jun 07 01:13:23 UTC 2009,jquery,ghurson,"I'm ready to drop the pretenses, I am forever in love with jQuery, and I want to marry it. Sorry ladies, this nerd is jquery.spokenFor.js","{'neg': 0.172, 'neu': 0.583, 'pos': 0.245, 'compound': 0.5267}",0.5267,Positive,Neutral,0,Positive,"tensor([[-0.5386, -1.6289, -0.8970]], grad_fn=<AddmmBackward>)",Negative,"tensor([[0.6588, 0.1918, 0.7554]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.5225,  0.6076,  0.3987]], grad_fn=<AddmmBackward>)"
444,2,Neutral,2533,Sun Jun 07 01:13:34 UTC 2009,jquery,5x1llz,"This is cold.. I was looking at google's chart//visualization API and found this jQuery ""wrapper"" for the API...  http://tinyurl.com/mq52bq","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Negative,-1,Positive,"tensor([[-0.1583, -1.0674, -0.0523]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.2056, -0.5509,  0.5673]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.0278,  0.4237,  0.4499]], grad_fn=<AddmmBackward>)"
445,2,Neutral,2534,Sun Jun 07 01:13:43 UTC 2009,jquery,bryall,I spent most of my day reading a jQuery book. Now to start drinking some delirium tremens.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Negative,-1,Positive,"tensor([[-0.2663, -0.9315, -0.1369]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.3994, -0.4277,  0.1829]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1262, -0.3044, -0.4549]], grad_fn=<AddmmBackward>)"
446,2,Neutral,2535,Sun Jun 07 01:14:41 UTC 2009,jquery,vmkobs,jquery Selectors http://codylindley.com/jqueryselectors/,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Positive,"tensor([[ 0.1334, -0.2661, -0.1644]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.5826, -0.5710,  0.6892]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.0424, -0.3664,  0.0118]], grad_fn=<AddmmBackward>)"
447,2,Neutral,2536,Sun Jun 07 01:15:08 UTC 2009,jquery,maheshcha,How to implement a news ticker with jQuery and ten lines of code http://bit.ly/CZnFJ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Positive,"tensor([[-0.8986, -0.7553, -0.5268]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.0958, -0.5160,  0.5876]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2128,  0.0461, -0.2549]], grad_fn=<AddmmBackward>)"
448,2,Neutral,2537,Sun Jun 07 03:27:52 UTC 2009,warren buffet,MyBenchmarkMtg,What's Buffet Doing? Warren Buffett Kicks Butt In Battle of the Boots: Posted By:Alex Crippe.. http://bit.ly/AUIzO,"{'neg': 0.148, 'neu': 0.852, 'pos': 0.0, 'compound': -0.3818}",-0.3818,Negative,Neutral,0,Positive,"tensor([[-0.2456, -0.3697, -0.1252]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.5958, -0.2704,  0.7805]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0218,  0.2347, -0.1877]], grad_fn=<AddmmBackward>)"
449,4,Positive,2538,Sun Jun 07 03:28:18 UTC 2009,warren buffet,PragCapitalist,"SUPER INVESTORS: A great weekend read here from Warren Buffet. Oldie, but a goodie. http://tinyurl.com/oqxgga","{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.656}",0.656,Positive,Positive,2,Positive,"tensor([[-0.3071, -0.4853, -0.6577]], grad_fn=<AddmmBackward>)",Negative,"tensor([[0.3114, 0.0867, 0.2776]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.0653, -0.3592,  0.7906]], grad_fn=<AddmmBackward>)"
450,2,Neutral,2539,Sun Jun 07 03:28:26 UTC 2009,warren buffet,SmartMouthBroad,I'm truly braindead.  I couldn't come up with Warren Buffet's name to save my soul,"{'neg': 0.0, 'neu': 0.681, 'pos': 0.319, 'compound': 0.7269}",0.7269,Positive,Positive,1,Neutral,"tensor([[-0.2605, -1.0499,  0.0888]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.3839, -1.0632, -0.0347]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.1251, -0.1520,  0.2062]], grad_fn=<AddmmBackward>)"
451,4,Positive,2540,Sun Jun 07 03:29:04 UTC 2009,warren buffet,goncalol,"reading Michael Palin book, The Python Years...great book. I also recommend Warren Buffet &amp; Nelson Mandela's bio","{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.3612}",0.3612,Positive,Positive,2,Positive,"tensor([[-0.6060, -0.8664, -0.4231]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.7240, -0.3128,  0.5580]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.3540, -0.0122, -0.2488]], grad_fn=<AddmmBackward>)"
452,4,Positive,2541,Sun Jun 07 17:42:50 UTC 2009,notre dame school,BobtheRobot,"I mean, I'm down with Notre Dame if I have to.  It's a good school, I'd be closer to Dan, I'd enjoy it.","{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.7269}",0.7269,Positive,Positive,2,Neutral,"tensor([[-0.7716, -1.2136,  0.3418]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.3935, -0.2727,  0.9101]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.1630, -0.1053,  0.1622]], grad_fn=<AddmmBackward>)"
453,0,Negative,2543,Sun Jun 07 21:47:45 UTC 2009,time warner,Hittman,"I can't watch TV without a Tivo.  And after all these years, the Time/Warner DVR  STILL sucks. http://www.davehitt.com/march03/twdvr.html","{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.3612}",-0.3612,Negative,Negative,-1,Positive,"tensor([[-0.2774, -0.7520, -0.0724]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.1248, -0.8627,  0.5202]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.5491, -0.0146,  0.4195]], grad_fn=<AddmmBackward>)"
454,4,Positive,2544,Mon Jun 08 00:01:27 UTC 2009,federer,aiban,I'd say some sports writers are idiots for saying Roger Federer is one of the best ever in Tennis.  Roger Federer is THE best ever in Tennis,"{'neg': 0.0, 'neu': 0.749, 'pos': 0.251, 'compound': 0.8555}",0.8555,Positive,Negative,-1,Positive,"tensor([[-0.7076, -0.7325, -0.2280]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.5489, -0.6725,  0.4501]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.2845, -0.0120,  0.6706]], grad_fn=<AddmmBackward>)"
455,0,Negative,2545,Mon Jun 08 00:12:16 UTC 2009,kindle2,nyctimes,I still love my Kindle2 but reading The New York Times on it does not feel natural. I miss the Bloomingdale ads.,"{'neg': 0.174, 'neu': 0.726, 'pos': 0.099, 'compound': -0.2418}",-0.2418,Negative,Positive,1,Negative,"tensor([[-0.1478, -1.0805,  0.2647]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.3888, -0.4552,  0.4440]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1625,  0.2939,  0.1619]], grad_fn=<AddmmBackward>)"
456,4,Positive,2546,Mon Jun 08 00:13:48 UTC 2009,kindle2,k8tb52,I love my Kindle2. No more stacks of books to trip over on the way to the loo.,"{'neg': 0.098, 'neu': 0.714, 'pos': 0.188, 'compound': 0.4588}",0.4588,Positive,Positive,2,Positive,"tensor([[-0.2405, -1.0437,  0.0383]], grad_fn=<AddmmBackward>)",Positive,"tensor([[0.8434, 0.3418, 0.1613]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1335,  0.0842,  0.1167]], grad_fn=<AddmmBackward>)"
457,0,Negative,2558,Mon Jun 08 19:59:10 UTC 2009,at&t,taylorcarrigan,"Although today's keynote rocked, for every great announcement, AT&amp;T shit on us just a little bit more.","{'neg': 0.159, 'neu': 0.661, 'pos': 0.181, 'compound': 0.128}",0.128,Positive,Positive,1,Positive,"tensor([[-0.3129, -0.6936,  0.3227]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.1263, -0.6288,  0.5225]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.1792, -0.0730,  0.1671]], grad_fn=<AddmmBackward>)"
458,0,Negative,2559,Mon Jun 08 19:59:50 UTC 2009,at&t,susanjane,"@sheridanmarfil - its not so much my obsession with cell phones, but the iphone!  i'm a slave to at&amp;t forever because of it. :)","{'neg': 0.065, 'neu': 0.782, 'pos': 0.153, 'compound': 0.5362}",0.5362,Positive,Negative,-3,Positive,"tensor([[-0.3795, -0.6051, -0.7686]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.1151, -0.0767,  0.5296]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.0335, -0.0682,  0.2029]], grad_fn=<AddmmBackward>)"
459,2,Neutral,2560,Mon Jun 08 20:01:17 UTC 2009,at&t,stick08,@freitasm oh I see. I thought AT&amp;T were 900MHz WCDMA?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Neutral,"tensor([[-0.3761, -0.9566, -0.3533]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.2633, -0.6115,  0.0291]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.2219, -0.2643,  0.5367]], grad_fn=<AddmmBackward>)"
460,2,Neutral,2561,Mon Jun 08 20:01:55 UTC 2009,at&t,CaptainCraigos,@Plip Where did you read about tethering support Phil?  Just AT&amp;T or will O2 be joining in?,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.4696}",0.4696,Positive,Positive,1,Neutral,"tensor([[-0.9594, -0.8879, -0.3745]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.2238, -0.2840,  0.8251]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.3941, -0.5581,  0.5011]], grad_fn=<AddmmBackward>)"
461,0,Negative,2562,Mon Jun 08 20:06:40 UTC 2009,at&t,iPhoneFuzzball,Fuzzball is more fun than AT&amp;T ;P http://fuzz-ball.com/twitter,"{'neg': 0.0, 'neu': 0.661, 'pos': 0.339, 'compound': 0.5563}",0.5563,Positive,Positive,1,Positive,"tensor([[-0.3323, -0.5906, -0.3906]], grad_fn=<AddmmBackward>)",Positive,"tensor([[0.0758, 0.1476, 0.4218]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.4533, -0.4381,  0.1805]], grad_fn=<AddmmBackward>)"
462,0,Negative,2563,Mon Jun 08 20:07:44 UTC 2009,at&t,itsolivia,"Today is a good day to dislike AT&amp;T. Vote out of office indeed, @danielpunkass","{'neg': 0.149, 'neu': 0.686, 'pos': 0.166, 'compound': 0.0772}",0.0772,Positive,Negative,-1,Positive,"tensor([[-0.2660, -0.9433,  0.0393]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.1965, -0.6826,  0.6014]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.0377, -0.3574,  0.1623]], grad_fn=<AddmmBackward>)"
463,4,Positive,2564,Mon Jun 08 20:46:18 UTC 2009,wave sandbox,kyrabeckf,GOT MY WAVE SANDBOX INVITE! Extra excited! Too bad I have class now... but I'll play with it soon enough! #io2009 #wave,"{'neg': 0.082, 'neu': 0.652, 'pos': 0.266, 'compound': 0.624}",0.624,Positive,Positive,2,Positive,"tensor([[-0.4065, -0.9741, -0.2907]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.2160, -0.6501,  0.4457]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.6061,  0.5114,  0.2732]], grad_fn=<AddmmBackward>)"
464,0,Negative,2575,Tue Jun 09 03:58:11 UTC 2009,summize,auxesis,looks like summize has gone down. too many tweets from WWDC perhaps?,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3612}",0.3612,Positive,Positive,1,Positive,"tensor([[-0.4849, -0.6282, -0.0097]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.2721, -0.6445,  0.6852]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1592, -0.0718,  0.5361]], grad_fn=<AddmmBackward>)"
465,2,Neutral,2576,Tue Jun 09 05:14:20 UTC 2009,kindle2,deedeewarren,I hope the girl at work  buys my Kindle2,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}",0.4404,Positive,Positive,2,Positive,"tensor([[-0.3745, -0.2649, -0.1502]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.6226, -0.7829,  0.6006]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.4999, -0.3067,  0.5072]], grad_fn=<AddmmBackward>)"
466,2,Neutral,2577,Tue Jun 09 05:14:32 UTC 2009,kindle2,RogerSPress,Missed this insight-filled May column: One smart guy looking closely at why he's impressed with Kindle2 http://bit.ly/i0peY @wroush,"{'neg': 0.096, 'neu': 0.652, 'pos': 0.252, 'compound': 0.5574}",0.5574,Positive,Neutral,0,Positive,"tensor([[-0.2700, -0.6427, -0.7029]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.0734, -0.3447,  0.6194]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.3214,  0.1981,  0.1697]], grad_fn=<AddmmBackward>)"
467,4,Positive,2578,Tue Jun 09 05:17:27 UTC 2009,kindle2,kmozena,"@sklososky Thanks so much!!! ...from one of your *very* happy Kindle2 winners ; ) I was so surprised, fabulous. Thank you! Best, Kathleen","{'neg': 0.0, 'neu': 0.394, 'pos': 0.606, 'compound': 0.9765}",0.9765,Positive,Positive,2,Positive,"tensor([[-0.3120, -0.8277,  0.1077]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.3363, -0.8088,  0.0521]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.1674,  0.2762, -0.0653]], grad_fn=<AddmmBackward>)"
468,0,Negative,2579,Tue Jun 09 05:53:40 UTC 2009,iphone app,Jesssssii,Man I kinda dislike Apple right now. Case in point: the iPhone 3GS. Wish there was a video recorder app. Please?? http://bit.ly/DZm1T,"{'neg': 0.087, 'neu': 0.712, 'pos': 0.201, 'compound': 0.4684}",0.4684,Positive,Negative,-1,Positive,"tensor([[-1.0915, -0.3784,  0.0402]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.3095, -0.6343,  0.5524]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.2445, -0.7959,  0.4602]], grad_fn=<AddmmBackward>)"
469,4,Positive,7011,Wed Jun 10 04:03:37 UTC 2009,kindle2,jimhong,@cwong08 I have a Kindle2 (&amp; Sony PRS-500). Like it! Physical device feels good. Font is nice. Pg turns are snappy enuf. UI a little klunky.,"{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.8172}",0.8172,Positive,Positive,2,Neutral,"tensor([[-0.5028, -0.8714, -0.0164]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.5885, -0.2429,  0.3997]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.3463, -0.5545,  0.6066]], grad_fn=<AddmmBackward>)"
470,4,Positive,7012,Wed Jun 10 04:03:53 UTC 2009,kindle2,Ant_Ward,"The #Kindle2 seems the best eReader, but will it work in the UK and where can I get one?","{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.3818}",0.3818,Positive,Positive,1,Positive,"tensor([[-0.9041, -1.3041,  0.0558]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.5589, -0.5591,  0.3964]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.2824,  0.5014, -0.1390]], grad_fn=<AddmmBackward>)"
471,4,Positive,7015,Wed Jun 10 05:24:40 UTC 2009,google,popitlockit,"I have a google addiction. Thank you for pointing that out, @annamartin123. Hahaha.","{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.7269}",0.7269,Positive,Neutral,0,Positive,"tensor([[-0.2645, -0.9065, -0.5206]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.0966, -0.3710, -0.0129]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.1519,  0.3321, -0.1148]], grad_fn=<AddmmBackward>)"
472,2,Neutral,7055,Wed Jun 10 15:31:56 UTC 2009,visa card,FionaSarah,@ruby_gem My primary debit card is Visa Electron.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Positive,"tensor([[-0.0918, -0.6543, -0.6145]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.2782, -0.2065,  0.3449]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.3556, -0.3364, -0.1323]], grad_fn=<AddmmBackward>)"
473,2,Neutral,8051,Wed Jun 10 15:31:59 UTC 2009,visa card,MalloryRayne,Off to the bank to get my new visa platinum card,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Positive,"tensor([[-0.8319, -0.7034,  0.0191]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1114, -0.4428,  0.2876]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1597,  0.2155, -0.1778]], grad_fn=<AddmmBackward>)"
474,0,Negative,8052,Wed Jun 10 15:32:06 UTC 2009,visa card,_abi_,"dearest @google, you rich bastards! the VISA card you sent me doesn't work. why screw a little guy like me?","{'neg': 0.133, 'neu': 0.5, 'pos': 0.367, 'compound': 0.7193}",0.7193,Positive,Negative,-2,Positive,"tensor([[-0.2933, -0.6766,  0.2335]], grad_fn=<AddmmBackward>)",Positive,"tensor([[0.2674, 0.0407, 0.8490]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.2055, -0.5002,  0.2299]], grad_fn=<AddmmBackward>)"
475,2,Neutral,13051,Sat Jun 13 16:23:31 UTC 2009,Bobby Flay,sfkerropi6,has a date with bobby flay and gut fieri from food network,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Positive,"tensor([[-0.2815, -1.0544, -0.6524]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.4374, -0.0909,  0.4028]], grad_fn=<AddmmBackward>)",Positive,"tensor([[0.1231, 0.1103, 0.3463]], grad_fn=<AddmmBackward>)"
476,4,Positive,13052,Sat Jun 13 16:24:08 UTC 2009,Bobby Flay,tessalau,Excited about seeing Bobby Flay and Guy Fieri tomorrow at the Great American Food &amp; Music Fest!,"{'neg': 0.0, 'neu': 0.688, 'pos': 0.312, 'compound': 0.7777}",0.7777,Positive,Positive,3,Positive,"tensor([[-0.1857, -0.4398,  0.1880]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.7373, -0.7304,  0.2904]], grad_fn=<AddmmBackward>)",Positive,"tensor([[0.3250, 0.0950, 0.0175]], grad_fn=<AddmmBackward>)"
477,4,Positive,13053,Sat Jun 13 16:24:12 UTC 2009,Bobby Flay,ZFilth,Gonna go see Bobby Flay 2moro at Shoreline. Eat and drink. Gonna be good.,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.4404}",0.4404,Positive,Positive,1,Positive,"tensor([[-0.3519, -0.6075,  0.0178]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.5918, -0.0184,  0.5201]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.5178,  0.6933, -0.0354]], grad_fn=<AddmmBackward>)"
478,4,Positive,13054,Sat Jun 13 16:24:25 UTC 2009,Bobby Flay,annieblane,can't wait for the great american food and music festival at shoreline tomorrow.  mmm...katz pastrami and bobby flay. yes please.,"{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.9062}",0.9062,Positive,Positive,2,Positive,"tensor([[-0.3025, -0.7445,  0.0488]], grad_fn=<AddmmBackward>)",Positive,"tensor([[0.1963, 0.2305, 0.7197]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1999, -0.3971,  0.3913]], grad_fn=<AddmmBackward>)"
479,4,Positive,13055,Sat Jun 13 16:24:34 UTC 2009,Bobby Flay,LAURAcBRYAN,"My dad was in NY for a day, we ate at MESA grill last night and met Bobby Flay. So much fun, except I completely lost my voice today.","{'neg': 0.078, 'neu': 0.814, 'pos': 0.108, 'compound': 0.2466}",0.2466,Positive,Positive,1,Positive,"tensor([[-0.9223, -1.0020, -0.2830]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.6617, -0.0277,  0.6724]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.4908,  0.1874, -0.3002]], grad_fn=<AddmmBackward>)"
480,0,Negative,13073,Sun Jun 14 04:35:33 UTC 2009,latex,NathanChalmers,Fighting with LaTex. Again...,"{'neg': 0.455, 'neu': 0.545, 'pos': 0.0, 'compound': -0.3612}",-0.3612,Negative,Negative,-2,Positive,"tensor([[-0.6997, -0.6009, -0.3430]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.3779, -0.7358,  0.5076]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.2636, -0.2026,  0.4613]], grad_fn=<AddmmBackward>)"
481,0,Negative,13074,Sun Jun 14 04:35:53 UTC 2009,latex,LoonyLongbottom,@Iheartseverus we love you too and don't want you to die!!!!!!  Latex = the devil,"{'neg': 0.413, 'neu': 0.425, 'pos': 0.162, 'compound': -0.7572}",-0.7572,Negative,Positive,2,Positive,"tensor([[-0.4812, -0.5727, -0.4228]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.5284, -0.9374,  0.5016]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.3849, -0.0286, -0.0563]], grad_fn=<AddmmBackward>)"
482,0,Negative,13075,Sun Jun 14 04:36:07 UTC 2009,latex,QuadError,"7 hours. 7 hours of inkscape crashing, normally solid as a rock. 7 hours of LaTeX complaining at the slightest thing. I can't take any more.","{'neg': 0.066, 'neu': 0.876, 'pos': 0.058, 'compound': -0.0516}",-0.0516,Negative,Neutral,0,Positive,"tensor([[-0.2565, -0.6307, -0.2756]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.5534, -0.3571,  0.3045]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.2322, -0.3091,  0.0823]], grad_fn=<AddmmBackward>)"
483,2,Neutral,13076,Sun Jun 14 21:35:58 UTC 2009,iran,musicmuse,How to Track Iran with Social Media: http://bit.ly/2BoqU,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Positive,"tensor([[-0.3486, -0.7034, -0.2037]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1314, -0.4660,  0.2133]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2814,  0.2043,  0.4501]], grad_fn=<AddmmBackward>)"
484,0,Negative,13077,Sun Jun 14 21:36:04 UTC 2009,iran,sketoaks,Shit's hitting the fan in Iran...craziness indeed #iranelection,"{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.3182}",0.3182,Positive,Negative,-1,Neutral,"tensor([[ 0.1390, -0.6274, -0.0522]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.2638, -0.3831,  0.9667]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1459, -0.1571,  0.4207]], grad_fn=<AddmmBackward>)"
485,0,Negative,13078,Sun Jun 14 21:36:09 UTC 2009,iran,jamespenycate,Monday already. Iran may implode. Kitchen is a disaster. @annagoss seems happy. @sebulous had a nice weekend and @goldpanda is great. whoop.,"{'neg': 0.125, 'neu': 0.55, 'pos': 0.324, 'compound': 0.7579}",0.7579,Positive,Positive,1,Positive,"tensor([[ 0.0409, -0.6053, -0.1821]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.3303, -0.7510,  0.0380]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.7207, -0.0859,  0.7136]], grad_fn=<AddmmBackward>)"
