Unnamed: 0,Text,Sentiment,BERTSentiment_kFold,BERTDetails_kFold,BERTSentiment_8020,BERTDetails_8020,VADER_Score,VADER_Compound,VADER_Sentiment
1874,Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,negative,Neutral,"tensor([[-0.2589,  0.2241, -1.2361]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0288,  0.7478,  0.3514]], grad_fn=<AddmmBackward>)","{'neg': 0.073, 'neu': 0.788, 'pos': 0.139, 'compound': 0.296}",0.296,Positive
1875,Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .,negative,Positive,"tensor([[0.0863, 0.0500, 0.0176]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2780,  0.4495, -0.2411]], grad_fn=<AddmmBackward>)","{'neg': 0.071, 'neu': 0.929, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative
1876,Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,negative,Positive,"tensor([[-0.4190, -0.2211, -0.2866]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1614,  0.0054, -0.1901]], grad_fn=<AddmmBackward>)","{'neg': 0.079, 'neu': 0.825, 'pos': 0.096, 'compound': 0.128}",0.128,Positive
1877,"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .",negative,Negative,"tensor([[ 0.0238,  0.0009, -0.4766]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1356,  0.6708,  1.0822]], grad_fn=<AddmmBackward>)","{'neg': 0.074, 'neu': 0.833, 'pos': 0.093, 'compound': 0.1531}",0.1531,Positive
1878,"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",negative,Neutral,"tensor([[-0.0384,  0.1189, -0.2817]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.1919,  0.6936, -0.4047]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1879,"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .",negative,Neutral,"tensor([[-0.1555,  0.0363,  0.3957]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3944,  0.5764, -0.0605]], grad_fn=<AddmmBackward>)","{'neg': 0.085, 'neu': 0.809, 'pos': 0.107, 'compound': 0.1531}",0.1531,Positive
1880,Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 .,negative,Neutral,"tensor([[ 0.2157, -0.6483, -0.4892]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3253,  0.6689, -0.0831]], grad_fn=<AddmmBackward>)","{'neg': 0.104, 'neu': 0.766, 'pos': 0.131, 'compound': 0.1531}",0.1531,Positive
1881,Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,negative,Positive,"tensor([[-0.4787,  0.0655,  0.0771]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.4889,  0.9018, -0.0272]], grad_fn=<AddmmBackward>)","{'neg': 0.074, 'neu': 0.833, 'pos': 0.093, 'compound': 0.1531}",0.1531,Positive
1882,"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier .",negative,Negative,"tensor([[-0.0253, -0.1389,  0.0297]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0601,  0.6439, -0.2139]], grad_fn=<AddmmBackward>)","{'neg': 0.065, 'neu': 0.852, 'pos': 0.082, 'compound': 0.1531}",0.1531,Positive
1883,Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .,negative,Neutral,"tensor([[-0.0887,  0.1157, -0.0733]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1154,  0.6039,  0.0611]], grad_fn=<AddmmBackward>)","{'neg': 0.095, 'neu': 0.785, 'pos': 0.12, 'compound': 0.1531}",0.1531,Positive
1884,"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .",negative,Negative,"tensor([[-0.2196, -0.1856, -0.1268]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1532,  0.5613, -0.0990]], grad_fn=<AddmmBackward>)","{'neg': 0.12, 'neu': 0.729, 'pos': 0.151, 'compound': 0.1531}",0.1531,Positive
1885,"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .",negative,Neutral,"tensor([[-0.2948, -0.1877, -0.3667]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1694,  0.3584,  0.0027]], grad_fn=<AddmmBackward>)","{'neg': 0.091, 'neu': 0.794, 'pos': 0.115, 'compound': 0.1531}",0.1531,Positive
1886,"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 .",negative,Neutral,"tensor([[-0.3293, -0.3983, -0.8694]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.4920, -0.1351, -0.2381]], grad_fn=<AddmmBackward>)","{'neg': 0.091, 'neu': 0.794, 'pos': 0.115, 'compound': 0.1531}",0.1531,Positive
1887,"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",negative,Neutral,"tensor([[-0.0584,  0.0637,  0.0787]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1810,  0.5108,  0.1553]], grad_fn=<AddmmBackward>)","{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative
1888,Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .,negative,Positive,"tensor([[-0.0605, -0.0282, -0.0049]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3717,  0.8049, -0.1268]], grad_fn=<AddmmBackward>)","{'neg': 0.235, 'neu': 0.765, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative
1889,Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .,negative,Neutral,"tensor([[-0.5245,  0.2270, -0.9482]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.6759,  0.7771, -0.2875]], grad_fn=<AddmmBackward>)","{'neg': 0.114, 'neu': 0.743, 'pos': 0.144, 'compound': 0.1531}",0.1531,Positive
1890,"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .",negative,Negative,"tensor([[ 0.6144, -0.4247, -0.5606]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0273,  0.6213,  0.3321]], grad_fn=<AddmmBackward>)","{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative
1891,"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .",negative,Negative,"tensor([[-0.3800, -0.2705, -0.2467]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.4509,  0.8331, -0.0582]], grad_fn=<AddmmBackward>)","{'neg': 0.079, 'neu': 0.822, 'pos': 0.099, 'compound': 0.1531}",0.1531,Positive
1892,The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,negative,Neutral,"tensor([[ 0.0176,  0.5079, -0.6517]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3226,  0.7744,  0.2877]], grad_fn=<AddmmBackward>)","{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.3182}",-0.3182,Negative
1893,"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",negative,Positive,"tensor([[-0.0957, -0.5469, -0.2619]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.2915,  0.6459,  0.2750]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1894,"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .",negative,Positive,"tensor([[-0.6561, -0.1531,  0.2444]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1956,  0.7973, -0.3374]], grad_fn=<AddmmBackward>)","{'neg': 0.048, 'neu': 0.892, 'pos': 0.06, 'compound': 0.1531}",0.1531,Positive
1895,Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,negative,Neutral,"tensor([[-0.0300, -0.0315,  0.4480]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.8263,  0.8684, -0.0090]], grad_fn=<AddmmBackward>)","{'neg': 0.074, 'neu': 0.836, 'pos': 0.09, 'compound': 0.128}",0.128,Positive
1896,Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .,negative,Neutral,"tensor([[-0.5731,  0.2699, -0.6768]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.6307,  0.8624,  0.4659]], grad_fn=<AddmmBackward>)","{'neg': 0.06, 'neu': 0.805, 'pos': 0.135, 'compound': 0.4404}",0.4404,Positive
1897,"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",negative,Neutral,"tensor([[-0.3909, -0.2806, -0.5081]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-5.7929e-04,  9.4038e-01,  2.8444e-01]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.914, 'pos': 0.086, 'compound': 0.4404}",0.4404,Positive
1898,"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",negative,Negative,"tensor([[-0.1140,  0.3623, -0.3124]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.1010, 0.4095, 0.3582]], grad_fn=<AddmmBackward>)","{'neg': 0.094, 'neu': 0.816, 'pos': 0.09, 'compound': -0.0258}",-0.0258,Neutral
1899,"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",negative,Neutral,"tensor([[ 0.1215, -0.5033, -0.1463]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2099,  0.8009,  0.1400]], grad_fn=<AddmmBackward>)","{'neg': 0.079, 'neu': 0.822, 'pos': 0.099, 'compound': 0.1531}",0.1531,Positive
1900,Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .,negative,Neutral,"tensor([[-0.1934,  0.2025, -0.1920]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.4291,  0.5033, -0.1646]], grad_fn=<AddmmBackward>)","{'neg': 0.091, 'neu': 0.794, 'pos': 0.115, 'compound': 0.1531}",0.1531,Positive
1901,"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 .",negative,Neutral,"tensor([[-0.8877, -0.1874, -0.7931]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3768,  0.3067, -0.0946]], grad_fn=<AddmmBackward>)","{'neg': 0.095, 'neu': 0.785, 'pos': 0.12, 'compound': 0.1531}",0.1531,Positive
1902,"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .",negative,Neutral,"tensor([[-0.5329,  0.1004,  0.0565]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.1152, 0.5329, 0.1100]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}",0.4404,Positive
1903,Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .,negative,Negative,"tensor([[-0.0394, -0.2273, -0.3332]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3189, -0.0732,  0.1188]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4404}",0.4404,Positive
1904,"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .",negative,Negative,"tensor([[-0.3061, -0.2133, -0.4138]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.5505,  0.3658,  0.2013]], grad_fn=<AddmmBackward>)","{'neg': 0.085, 'neu': 0.809, 'pos': 0.107, 'compound': 0.1531}",0.1531,Positive
1905,"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .",negative,Neutral,"tensor([[-0.3505,  0.1779, -0.7223]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3877,  0.6021,  0.2382]], grad_fn=<AddmmBackward>)","{'neg': 0.059, 'neu': 0.867, 'pos': 0.074, 'compound': 0.1531}",0.1531,Positive
1906,Scanfil has also issued a profit warning .,negative,Negative,"tensor([[-0.0966,  0.1467,  0.2448]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.2772, 0.4942, 0.0634]], grad_fn=<AddmmBackward>)","{'neg': 0.212, 'neu': 0.531, 'pos': 0.257, 'compound': 0.128}",0.128,Positive
1907,Scanfil issued a profit warning on 10 April 2006 .,negative,Neutral,"tensor([[-0.1371,  0.4424, -0.4869]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.4090, -0.0281,  0.2008]], grad_fn=<AddmmBackward>)","{'neg': 0.18, 'neu': 0.602, 'pos': 0.218, 'compound': 0.128}",0.128,Positive
1908,"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",negative,Negative,"tensor([[-0.0363, -0.0582, -0.6312]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0701,  0.7869, -0.3851]], grad_fn=<AddmmBackward>)","{'neg': 0.095, 'neu': 0.785, 'pos': 0.12, 'compound': 0.1531}",0.1531,Positive
1909,The real estate company posted a net loss of +ó  x201a -¼ 59.3 million +ó  x201a -¼ 0.21 per share compared with a net profit of +ó  x201a -¼ 31 million +ó  x201a -¼ 0.11 per share for the corresponding quarter of 2007 .,negative,Positive,"tensor([[-0.4575, -0.3669, -0.2943]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3038,  0.3900,  0.1481]], grad_fn=<AddmmBackward>)","{'neg': 0.046, 'neu': 0.806, 'pos': 0.147, 'compound': 0.6124}",0.6124,Positive
1910,"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said .",negative,Neutral,"tensor([[ 0.3822, -0.0816, -0.9412]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0058,  0.3730, -0.0636]], grad_fn=<AddmmBackward>)","{'neg': 0.083, 'neu': 0.917, 'pos': 0.0, 'compound': -0.2023}",-0.2023,Negative
1911,Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,positive,Neutral,"tensor([[-0.0344, -0.1175, -0.2233]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1838,  0.4872,  0.4625]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.8126}",0.8126,Positive
1912,"Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions , but also strengthen our capability to offer industry-leading products for our customers in China . ''",positive,Neutral,"tensor([[-0.7875,  0.3956, -0.1830]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2846,  0.4612, -0.2161]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.5106}",0.5106,Positive
1913,"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said .",positive,Neutral,"tensor([[-0.5421,  0.1299, -0.5725]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3813,  0.2012, -0.0192]], grad_fn=<AddmmBackward>)","{'neg': 0.132, 'neu': 0.868, 'pos': 0.0, 'compound': -0.4215}",-0.4215,Negative
1914,"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .",positive,Negative,"tensor([[-0.4173,  0.0871, -0.1373]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0448,  0.4086,  0.3295]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.4404}",0.4404,Positive
1915,EBIT excluding non-recurring items was estimated to increase from 2009 .,positive,Negative,"tensor([[-0.1329, -0.2867, -0.6986]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0899,  0.5893, -0.1802]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.3182}",0.3182,Positive
1916,Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008 .,positive,Negative,"tensor([[-0.1777, -0.7108, -0.2885]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.0273, 0.5931, 0.2678]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.6124}",0.6124,Positive
1917,Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .,positive,Negative,"tensor([[-0.4096, -0.1712, -0.4173]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.3176,  0.3231, -0.2507]], grad_fn=<AddmmBackward>)","{'neg': 0.144, 'neu': 0.856, 'pos': 0.0, 'compound': -0.5719}",-0.5719,Negative
1918,"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 .",positive,Neutral,"tensor([[-0.3244, -0.0723, -0.2166]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3123,  0.6366,  0.0859]], grad_fn=<AddmmBackward>)","{'neg': 0.144, 'neu': 0.856, 'pos': 0.0, 'compound': -0.5719}",-0.5719,Negative
1919,"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 .",positive,Neutral,"tensor([[ 0.1002, -0.3191, -0.3146]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3535,  0.2575,  0.0451]], grad_fn=<AddmmBackward>)","{'neg': 0.144, 'neu': 0.856, 'pos': 0.0, 'compound': -0.5719}",-0.5719,Negative
1920,"EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn .",positive,Neutral,"tensor([[-0.0843, -0.1284, -0.4820]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.0021,  0.7852, -0.4504]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1921,"Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm .",positive,Neutral,"tensor([[-0.3796,  0.3504, -0.8748]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2594,  0.9848,  0.3982]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.4767}",0.4767,Positive
1922,Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory .,positive,Neutral,"tensor([[-0.4194, -0.4804, -1.1620]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3724,  0.6548,  0.1654]], grad_fn=<AddmmBackward>)","{'neg': 0.188, 'neu': 0.812, 'pos': 0.0, 'compound': -0.5719}",-0.5719,Negative
1923,"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009 .",positive,Positive,"tensor([[-0.3054,  0.3103, -0.4187]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2497,  0.3426,  0.2781]], grad_fn=<AddmmBackward>)","{'neg': 0.198, 'neu': 0.802, 'pos': 0.0, 'compound': -0.5719}",-0.5719,Negative
1924,"Thus the method will cut working costs , and will fasten the planning and building processes .",positive,Neutral,"tensor([[-0.3999,  0.1347, -0.1399]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.0419, 0.4535, 0.6172]], grad_fn=<AddmmBackward>)","{'neg': 0.116, 'neu': 0.884, 'pos': 0.0, 'compound': -0.2732}",-0.2732,Negative
1925,"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",neutral,Neutral,"tensor([[ 0.0813,  0.0848, -0.6091]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1004,  0.0848,  0.0048]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.2263}",0.2263,Positive
1926,"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab .",neutral,Negative,"tensor([[-0.8198, -0.1192, -0.2717]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1082,  0.9786, -0.3850]], grad_fn=<AddmmBackward>)","{'neg': 0.052, 'neu': 0.841, 'pos': 0.107, 'compound': 0.34}",0.34,Positive
1927,The extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits (TMLs)for their ore grades .,neutral,Neutral,"tensor([[-0.0816,  0.4847,  0.2714]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2090,  0.4330, -0.0064]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.4522}",0.4522,Positive
1928,"After the split , the number of K shares will be 9 540 000 and the number of A shares 26 885 540 .",neutral,Negative,"tensor([[-0.4890,  0.0692, -0.2999]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.2068,  0.5823, -0.2770]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.6124}",0.6124,Positive
